,1,2,3,geometry
0,0.7758652768015389,-1.3083496036638351,-1.3935817821970988,POINT (594438.8603141847 6732187.012901059)
1,0.767897259812728,-1.3267720018700027,-1.6666709340318364,POINT (594451.6960183126 6732218.738862242)
2,0.5832962362077999,-1.3332171620112914,-1.4834715059137398,POINT (594467.2149814856 6732239.820776608)
3,0.6594440410364902,-1.3648268583152396,-1.3543760718207827,POINT (594481.1179220319 6732250.606862725)
4,1.758852820709569,-1.5735726257115468,-0.9988955912238994,POINT (594514.7829101225 6732240.670590894)
5,2.0117869566720867,-1.5327708713743995,-0.7745016494104467,POINT (594495.4336450474 6732216.090713006)
6,2.0117869566720867,-1.5327708713743995,-0.7745016494104467,POINT (594493.4162634562 6732201.531803959)
7,1.7771047883969597,-1.352896547266753,-1.1871689949631228,POINT (594480.8303485834 6732185.202181046)
8,1.3229446959293145,-1.379811968545043,-1.4206124907828135,POINT (594458.6655093916 6732168.858786896)
9,2.6084781727102606,-0.7477393388144041,-0.7130631197335909,POINT (594498.1546222963 6732139.067032295)
10,2.890150685159588,-1.0646251842941323,-0.38024203282778385,POINT (594521.3155015293 6732158.374366037)
11,2.8597511270136624,-1.4269338866077426,-0.5162560056807023,POINT (594532.3973795157 6732181.541849508)
12,2.897831176927837,-1.6344939632906674,-0.2994761029277723,POINT (594543.8083380932 6732199.444261427)
13,2.6412801710469096,-1.6746863597670474,-0.6645619927422961,POINT (594563.7667476789 6732219.939384908)
14,3.1830630667896527,-1.4524551292478807,-0.3645815772667973,POINT (594591.3329559255 6732193.78280662)
15,3.3494104197568157,-0.9687618381271644,-0.24668327924753244,POINT (594564.637359113 6732163.47565872)
16,3.3248879616904983,-0.46855146662428654,-0.2889715709159952,POINT (594549.7854349101 6732136.040867309)
17,3.0065851539866197,-0.6066579585603558,-0.46805990785227464,POINT (594529.0101860502 6732119.914443278)
18,3.4987352968966117,0.2509607850758709,-0.15498367272775404,POINT (594572.4911344608 6732109.033041764)
19,3.6532601894904304,0.05871133862129188,-0.015926222772964623,POINT (594595.0039870238 6732137.201445756)
20,3.614041291971327,-0.39356647139925344,0.0036753564899357615,POINT (594604.9377163383 6732155.021938995)
